,receptor,TF
4944,ITGA2B,MTA1
4945,ITGA2B,NANOG
4946,ITGA2B,NCOA1
4947,ITGA2B,SMAD4
4948,ITGA2B,TERF1
4949,ITGA2B,MITF
4950,ITGA2B,STAT3
4951,IGF1R,MTA1
4952,IGF1R,NFATC4
4953,IGF1R,NFATC1
4954,IGF1R,STAT6
4955,IGF1R,STAT3
4956,IGF1R,ETS1
4957,IGF1R,ELK1
4958,IGF1R,CREB1
4959,IGF1R,PLSCR1
4960,IGF1R,AR
4961,IGF1R,STAT1
4962,IGF1R,RXRA
4963,IGF1R,PPARG
4964,IGF1R,RUNX1
4965,IGF1R,STAT5A
4966,IGF1R,FOXM1
4967,IGF1R,IRF3
4968,IGF1R,IRF4
4969,IGF1R,SMAD3
4970,IGF1R,STAT5B
4971,IGF1R,ESR1
4972,IGF1R,GTF2I
4973,IGF1R,KLF16
4974,IGF1R,FOS
4975,IGF1R,NFKB1
4976,IGF1R,RELA
4977,IGF1R,TCF7L2
4978,IGF1R,SMAD4
4979,IGF1R,SMAD7
4980,IGF1R,MLX
4981,IGF1R,CSDE1
4982,IGF1R,MYOD1
4983,IGF1R,NANOG
4984,IGF1R,NCOA1
4985,IGF1R,TERF1
4986,IGF1R,MITF
4987,IGF1R,SP1
4988,IGF1R,MYC
4989,IGF1R,TP53
4990,IGF1R,NFE2L2
4991,IGF1R,SRF
4992,IGF1R,ARX
4993,IGF1R,NKX3-1
4994,IGF1R,PLEK
4995,IGF1R,DLX3
4996,IGF1R,TWIST1
4997,IGF1R,MBD4
4998,IGF1R,TP73
4999,IGF1R,NR1H4
5000,IGF1R,ATF2
5001,IGF1R,RARA
5002,IGF1R,PPARA
5003,IGF1R,RXRG
5004,IGF1R,ZHX1
5005,IGF1R,GPBP1L1
5006,IGF1R,RXRB
5007,IGF1R,STAT2
5008,IGF1R,DBP
5009,IGF1R,PIAS3
5010,IGF1R,STAT4
5011,IGF1R,JUN
5012,IGF1R,NFATC2
5013,IGF1R,ETS2
5014,IGF1R,TFAP2A
5015,IGF1R,EGR1
5016,IGF1R,ZBTB7A
5017,IGF1R,ATF1
5018,IGF1R,GCM1
5019,IGF1R,MEF2C
5020,IGF1R,CREB3L4
5021,IGF1R,CREB3L2
5022,IGF1R,CREB3L3
5023,IGF1R,ATF6B
5024,IGF1R,CREB3L1
5025,IGF1R,CREB5
5026,IGF1R,ATF4
5027,IGF1R,CREB3
5028,IGF1R,HIF1A
5029,IGF1R,HES5
5030,IGF1R,PAX6
5031,IGF1R,GABPA
5032,IGF1R,CEBPB
5033,IGF1R,TCF3
5034,IGF1R,JUND
5035,IGF1R,GATA1
5036,IGF1R,ELK4
5037,IGF1R,SMAD1
5038,IGF1R,SMAD2
5039,IGF1R,TAL1
5040,IGF1R,ELK3
5041,IGF1R,IRX2
5042,IGF1R,SREBF2
5043,IGF1R,SREBF1
5044,IGF1R,E2F1
5045,IGF1R,RUNX2
5046,IGF1R,EPAS1
5047,IGF1R,UBTF
5048,IGF1R,HSF1
5049,IGF1R,MAZ
5050,IGF1R,TFCP2
5051,IGF1R,SP3
5052,IGF1R,GATA4
5053,IGF1R,RARG
5054,IGF1R,MXD1
5055,IGF1R,SPDEF
5056,IGF1R,NKX2-1
5057,IGF1R,PINX1
5058,IGF1R,IKZF3
5059,IGF1R,RARB
5060,IGF1R,PURA
5061,IGF1R,HNF1A
5062,IGF1R,ESR2
5063,IGF1R,BCL6
5064,IGF1R,GATA2
5065,IGF1R,MEF2B
5066,IGF1R,ERF
5067,IGF1R,GLI1
5068,IGF1R,THRB
5069,IGF1R,YBX1
5070,IGF1R,NR4A1
5071,IGF1R,NR4A2
5072,IGF1R,MAFA
5073,IGF1R,NR5A1
5074,IGF1R,ZBED1
5075,IGF1R,HNF4A
5076,IGF1R,TSC22D3
5077,IGF1R,FOSB
5078,IGF1R,SOX10
5079,IGF1R,FOXO1
5080,IGF1R,FOXO3
5081,IGF1R,FOXO4
5082,IGF1R,SMARCC1
5083,IGF1R,NRF1
5084,IGF1R,SOX2
5085,IGF1R,DLX5
5086,IGF1R,POU5F1
5087,IGF1R,SP7
5088,IGF1R,NR3C1
5089,IGF1R,FOXA2
5090,IGF1R,THRA
5091,IGF1R,ARNT
5092,IGF1R,NFATC3
5093,IGF1R,SOX9
5094,IGF1R,MEF2D
5095,IGF1R,GLI2
5096,IGF1R,FOXN3
5097,IGF1R,ID2
5098,IGF1R,NEUROD1
5099,IGF1R,XPA
5100,IGF1R,MEF2A
5101,IGF1R,BCL11A
5102,IGF1R,TEAD1
5103,IGF1R,AIRE
5104,IGF1R,EGR2
5105,IGF1R,EGR3
5106,IGF1R,NFAT5
5107,P2RX7,CREB1
5108,P2RX7,BACH2
5109,P2RX7,TCF3
5110,P2RX7,SMAD6
5111,P2RX7,MYC
5112,P2RX7,MTA3
5113,P2RX7,FOXO4
5114,P2RX7,SMAD3
5115,P2RX7,TP53
5116,P2RX7,CEBPD
5117,P2RX7,MITF
5118,P2RX7,FOS
5119,P2RX7,AFF2
5120,P2RX7,BCL11A
5121,P2RX7,E2F5
5122,P2RX7,GTF2I
5123,P2RX7,FLI1
5124,P2RX7,KLF15
5125,P2RX7,JDP2
5126,P2RX7,CUX2
5127,P2RX7,ZNF143
5128,P2RX7,ZNF385B
5129,P2RX7,ZNF575
5130,P2RX7,TRERF1
5131,P2RX7,TFAP4
5132,P2RX7,SATB2
5133,P2RX7,SMAD1
5134,P2RX7,PMS1
5135,P2RX7,PRDM10
5136,P2RX7,NR3C2
5137,P2RX7,NFIA
5138,P2RX7,GABPA
5139,P2RX7,CEBPB
5140,P2RX7,HIF1A
5141,P2RX7,ELK1
5142,P2RX7,BCL6
5143,P2RX7,GATA2
5144,P2RX7,GATA1
5145,P2RX7,STAT3
5146,P2RX7,SMAD2
5147,P2RX7,MEF2B
5148,P2RX7,ESR1
5149,P2RX7,IRX2
5150,P2RX7,ERF
5151,P2RX7,GLI1
5152,P2RX7,JUND
5153,P2RX7,RUNX1
5154,P2RX7,THRB
5155,P2RX7,SP1
5156,P2RX7,YBX1
5157,P2RX7,NR4A1
5158,P2RX7,NCOA1
5159,P2RX7,NR4A2
5160,P2RX7,ATF2
5161,P2RX7,PPARA
5162,P2RX7,TWIST1
5163,P2RX7,RXRA
5164,P2RX7,AR
5165,P2RX7,MAFA
5166,P2RX7,JUN
5167,P2RX7,SREBF2
5168,P2RX7,EPAS1
5169,P2RX7,SMAD4
5170,P2RX7,STAT5A
5171,P2RX7,SP3
5172,P2RX7,SREBF1
5173,P2RX7,NR5A1
5174,P2RX7,NFATC4
5175,P2RX7,ELK4
5176,P2RX7,RELA
5177,P2RX7,E2F1
5178,P2RX7,GATA4
5179,P2RX7,RARA
5180,P2RX7,STAT1
5181,P2RX7,ETS1
5182,P2RX7,EGR1
5183,P2RX7,ESR2
5184,P2RX7,CREB3
5185,P2RX7,MEF2C
5186,P2RX7,RUNX2
5187,P2RX7,ZBED1
5188,P2RX7,HNF4A
5189,P2RX7,RXRB
5190,P2RX7,RARG
5191,P2RX7,RARB
5192,P2RX7,NFKB1
5193,P2RX7,TSC22D3
5194,P2RX7,FOSB
5195,P2RX7,SOX10
5196,P2RX7,RXRG
5197,P2RX7,MTA1
5198,P2RX7,HNF1A
5199,P2RX7,NR1H4
5200,P2RX7,IKZF3
5201,P2RX7,STAT2
5202,P2RX7,CREB3L4
5203,P2RX7,CREB3L1
5204,P2RX7,ATF4
5205,P2RX7,ATF6B
5206,P2RX7,CREB3L3
5207,P2RX7,CREB3L2
5208,P2RX7,CREB5
5209,CCKAR,GLI1
5210,CCKBR,GLI1
5211,CCR2,STAT3
5212,CCR2,STAT5B
5213,CCR2,STAT1
5214,CCR2,STAT5A
5215,CCR2,STAT6
5216,CCR2,DBP
5217,CCR2,STAT4
5218,CCR2,ATOH1
5219,CCR2,TET2
5220,CCR2,GTF2I
5221,CCR2,MYC
5222,CCR2,STAT2
5223,CCR2,FOS
5224,CCR2,RELA
5225,CCR2,TBX21
5226,CCR2,MTA1
5227,CCR2,NFKB1
5228,CCR2,SMAD3
5229,CCR2,GLI1
5230,CCR2,NFATC1
5231,CCR2,IRF4
5232,CCR2,ETS1
5233,CCR3,GLI1
5234,CCR3,STAT3
5235,CCR3,STAT5A
5236,CCR3,STAT1
5237,CCR3,DBP
5238,CCR3,STAT2
5239,CCR3,STAT5B
5240,CCR3,NFATC1
5241,CCR3,STAT6
5242,CCR3,MYC
5243,CCR3,STAT4
5244,CCR3,IRF4
5245,CCR3,ETS1
5246,CCR3,ATOH1
5247,CCR3,TET2
5248,CCR3,GTF2I
5249,CCR3,FOS
5250,CCR3,RELA
5251,CCR3,TBX21
5252,CCR3,MTA1
5253,CCR3,NFKB1
5254,CCR3,SMAD3
5255,CCR5,STAT3
5256,CCR5,STAT5A
5257,CCR5,STAT1
5258,CCR5,DBP
5259,CCR5,STAT2
5260,CCR5,STAT5B
5261,CCR5,NFATC1
5262,CCR5,STAT6
5263,CCR5,MYC
5264,CCR5,STAT4
5265,CCR5,IRF4
5266,CCR5,ETS1
5267,CCR5,GLI1
5268,CCR5,FOS
5269,CCR5,ATOH1
5270,CCR5,TET2
5271,CCR5,GTF2I
5272,CCR5,RELA
5273,CCR5,TBX21
5274,CCR5,MTA1
5275,CCR5,NFKB1
5276,CCR5,SMAD3
5277,CCR5,EGR1
5278,CCR5,CREB1
5279,CXCR3,GLI1
5280,CXCR3,STAT3
5281,CXCR3,STAT5B
5282,CXCR3,STAT1
5283,CXCR3,STAT5A
5284,CXCR3,STAT6
5285,CXCR3,DBP
5286,CXCR3,STAT4
5287,CXCR3,ATOH1
5288,CXCR3,TET2
5289,CXCR3,GTF2I
5290,CXCR3,MYC
5291,CXCR3,STAT2
5292,CXCR3,FOS
5293,CXCR3,RELA
5294,CXCR3,TBX21
5295,CXCR3,MTA1
5296,CXCR3,NFKB1
5297,CXCR3,SMAD3
5298,CXCR3,NFATC1
5299,CXCR3,IRF4
5300,CXCR3,ETS1
5301,CXCR3,HSF4
5302,CXCR3,TSC22D3
5303,CCR1,NFKB1
5304,CCR1,GLI1
5305,CCR1,RELA
5306,CCR1,NCOR2
5307,CCR1,JUN
5308,CCR1,FOS
5309,CCR1,LIN28A
5310,CCR1,MYC
5311,CCR1,POU2F2
5312,CCR1,TP53
5313,CCR1,SRF
5314,CCR1,STAT3
5315,CCR1,STAT5B
5316,CCR1,STAT1
5317,CCR1,STAT5A
5318,CCR1,STAT6
5319,CCR1,DBP
5320,CCR1,STAT4
5321,CCR1,ATOH1
5322,CCR1,TET2
5323,CCR1,GTF2I
5324,CCR1,STAT2
5325,CCR1,TBX21
5326,CCR1,MTA1
5327,CCR1,SMAD3
5328,CCR1,NFATC1
5329,CCR1,IRF4
5330,CCR1,ETS1
5331,CCR9,STAT3
5332,CCR9,STAT5B
5333,CCR9,STAT1
5334,CCR9,STAT5A
5335,CCR9,STAT6
5336,CCR9,DBP
5337,CCR9,STAT4
5338,CCR9,ATOH1
5339,CCR9,TET2
5340,CCR9,GTF2I
5341,CCR9,MYC
5342,CCR9,STAT2
5343,CCR9,FOS
5344,CCR9,RELA
5345,CCR9,TBX21
5346,CCR9,MTA1
5347,CCR9,NFKB1
5348,CCR9,SMAD3
5349,CCR9,GLI1
5350,CCR9,NFATC1
5351,CCR9,IRF4
5352,CCR9,ETS1
5353,CCR8,GLI1
5354,CCR8,STAT3
5355,CCR8,STAT5B
5356,CCR8,STAT1
5357,CCR8,STAT5A
5358,CCR8,STAT6
5359,CCR8,DBP
5360,CCR8,STAT4
5361,CCR8,ATOH1
5362,CCR8,TET2
5363,CCR8,GTF2I
5364,CCR8,MYC
5365,CCR8,STAT2
5366,CCR8,FOS
5367,CCR8,RELA
5368,CCR8,TBX21
5369,CCR8,MTA1
5370,CCR8,NFKB1
5371,CCR8,SMAD3
5372,CCR8,NFATC1
5373,CCR8,IRF4
5374,CCR8,ETS1
5375,HRH4,GLI1
5376,CCR4,STAT3
5377,CCR4,STAT5A
5378,CCR4,STAT1
5379,CCR4,DBP
5380,CCR4,STAT2
5381,CCR4,STAT5B
5382,CCR4,NFATC1
5383,CCR4,STAT6
5384,CCR4,MYC
5385,CCR4,STAT4
5386,CCR4,IRF4
5387,CCR4,ETS1
5388,CCR4,GLI1
5389,CCR4,ATOH1
5390,CCR4,TET2
5391,CCR4,GTF2I
5392,CCR4,FOS
5393,CCR4,RELA
5394,CCR4,TBX21
5395,CCR4,MTA1
5396,CCR4,NFKB1
5397,CCR4,SMAD3
5398,CCR10,GLI1
5399,CCR10,STAT3
5400,CCR10,STAT5B
5401,CCR10,STAT1
5402,CCR10,STAT5A
5403,CCR10,STAT6
5404,CCR10,DBP
5405,CCR10,STAT4
5406,CCR10,ATOH1
5407,CCR10,TET2
5408,CCR10,GTF2I
5409,CCR10,MYC
5410,CCR10,STAT2
5411,CCR10,FOS
5412,CCR10,RELA
5413,CCR10,TBX21
5414,CCR10,MTA1
5415,CCR10,NFKB1
5416,CCR10,SMAD3
5417,CCR10,NFATC1
5418,CCR10,IRF4
5419,CCR10,ETS1
5420,CCR7,GLI1
5421,CCR7,GLI2
5422,CCR7,GLI3
5423,CCR7,STAT3
5424,CCR7,STAT5A
5425,CCR7,STAT1
5426,CCR7,DBP
5427,CCR7,STAT2
5428,CCR7,STAT5B
5429,CCR7,NFATC1
5430,CCR7,STAT6
5431,CCR7,MYC
5432,CCR7,STAT4
5433,CCR7,IRF4
5434,CCR7,ETS1
5435,CCR7,ATOH1
5436,CCR7,TET2
5437,CCR7,GTF2I
5438,CCR7,FOS
5439,CCR7,RELA
5440,CCR7,TBX21
5441,CCR7,MTA1
5442,CCR7,NFKB1
5443,CCR7,SMAD3
5444,CCR6,GLI1
5445,CCR6,STAT3
5446,CCR6,STAT5B
5447,CCR6,STAT1
5448,CCR6,STAT5A
5449,CCR6,STAT6
5450,CCR6,DBP
5451,CCR6,STAT4
5452,CCR6,ATOH1
5453,CCR6,TET2
5454,CCR6,GTF2I
5455,CCR6,MYC
5456,CCR6,STAT2
5457,CCR6,FOS
5458,CCR6,RELA
5459,CCR6,TBX21
5460,CCR6,MTA1
5461,CCR6,NFKB1
5462,CCR6,SMAD3
5463,CCR6,NFATC1
5464,CCR6,IRF4
5465,CCR6,ETS1
5466,SDC1,NR1H4
5467,SDC1,STAT3
5468,SDC1,TGIF1
5469,SDC1,MYC
5470,SDC1,EGR1
5471,SDC1,AR
5472,SDC1,GABPA
5473,SDC1,CEBPB
5474,SDC1,MITF
5475,SDC1,HIF1A
5476,SDC1,ELK1
5477,SDC1,BCL6
5478,SDC1,GATA2
5479,SDC1,GATA1
5480,SDC1,SMAD3
5481,SDC1,SMAD2
5482,SDC1,FOS
5483,SDC1,MEF2B
5484,SDC1,ESR1
5485,SDC1,IRX2
5486,SDC1,ERF
5487,SDC1,GLI1
5488,SDC1,JUND
5489,SDC1,RUNX1
5490,SDC1,TP53
5491,SDC1,THRB
5492,SDC1,SP1
5493,SDC1,YBX1
5494,SDC1,NR4A1
5495,SDC1,NCOA1
5496,SDC1,NR4A2
5497,SDC1,ATF2
5498,SDC1,PPARA
5499,SDC1,TWIST1
5500,SDC1,TCF3
5501,SDC1,RXRA
5502,SDC1,MAFA
5503,SDC1,JUN
5504,SDC1,SREBF2
5505,SDC1,EPAS1
5506,SDC1,SMAD4
5507,SDC1,STAT5A
5508,SDC1,SP3
5509,SDC1,GTF2I
5510,SDC1,SREBF1
5511,SDC1,NR5A1
5512,SDC1,NFATC4
5513,SDC1,ELK4
5514,SDC1,RELA
5515,SDC1,E2F1
5516,SDC1,GATA4
5517,SDC1,RARA
5518,SDC1,STAT1
5519,SDC1,ETS1
5520,SDC1,ESR2
5521,SDC1,CREB3
5522,SDC1,MEF2C
5523,SDC1,RUNX2
5524,SDC1,ZBED1
5525,SDC1,HNF4A
5526,SDC1,RXRB
5527,SDC1,RARG
5528,SDC1,RARB
5529,SDC1,NFKB1
5530,SDC1,TSC22D3
5531,SDC1,FOSB
5532,SDC1,SOX10
5533,SDC1,RXRG
5534,SDC1,MTA1
5535,SDC1,CREB1
5536,SDC1,HNF1A
5537,SDC1,IKZF3
5538,SDC1,STAT2
5539,SDC1,CREB3L4
5540,SDC1,CREB3L1
5541,SDC1,ATF4
5542,SDC1,ATF6B
5543,SDC1,CREB3L3
5544,SDC1,CREB3L2
5545,SDC1,CREB5
5546,SDC1,SMAD1
5547,SDC1,TAL1
5548,SDC1,ELK3
5549,SDC1,UBTF
5550,SDC1,HSF1
5551,SDC1,MAZ
5552,SDC1,TFCP2
5553,SDC1,MXD1
5554,SDC1,SPDEF
5555,SDC1,NKX2-1
5556,SDC1,ZHX1
5557,SDC1,PINX1
5558,SDC1,PURA
5559,RIPK1,NFKB1
5560,RIPK1,RELA
5561,RIPK1,TP53
5562,RIPK1,NEUROD1
5563,RIPK1,NFATC3
5564,RIPK1,PAXBP1
5565,RIPK1,SMAD2
5566,RIPK1,STAT3
5567,RIPK1,NR4A1
5568,RIPK1,JUN
5569,RIPK1,AR
5570,RIPK1,CREB1
5571,RIPK1,SP1
5572,RIPK1,NCOR2
5573,RIPK1,TP63
5574,RIPK1,TP73
5575,RIPK1,IRF7
5576,RIPK1,IRF3
5577,RIPK1,IRF5
5578,RIPK1,KLF4
5579,RIPK1,NR2C2
5580,RIPK1,NFKB2
5581,RIPK1,MECP2
5582,RIPK1,PIAS1
5583,RIPK1,ESR1
5584,RIPK1,STAT1
5585,RIPK1,TAX1BP1
5586,RIPK1,MYC
5587,RIPK1,ELF4
5588,RIPK1,STAT6
5589,RIPK1,REL
5590,RIPK1,MTA1
5591,RIPK1,CSDC2
5592,RIPK1,SMAD1
5593,RIPK1,CSDE1
5594,RIPK1,GATA4
5595,RIPK1,NFATC4
5596,RIPK1,PINX1
5597,RIPK1,RXRA
5598,RIPK1,NKX2-5
5599,RIPK1,ATF2
5600,RIPK1,GATA1
5601,RIPK1,MLX
5602,RIPK1,GLI1
5603,RIPK1,TSC22D3
5604,RIPK1,FOS
5605,RIPK1,LIN28A
5606,RIPK1,POU2F2
5607,RIPK1,SRF
5608,RIPK1,STAT4
5609,RIPK1,SMAD3
5610,RIPK1,MEF2C
5611,RIPK1,USF1
5612,RIPK1,ELK1
5613,RIPK1,DDIT3
5614,RIPK1,MEF2D
5615,RIPK1,MAX
5616,RIPK1,ELK3
5617,RIPK1,MEF2B
5618,RIPK1,SP7
5619,RIPK1,MEF2A
5620,RIPK1,NR3C1
5621,RIPK1,TCF3
5622,RIPK1,RUNX2
5623,RIPK1,GATA2
5624,RIPK1,FOXC1
5625,RIPK1,PIAS2
5626,RIPK1,HBP1
5627,RIPK1,JUNB
5628,RIPK1,TWIST1
5629,RIPK1,FOXO3
5630,RIPK1,ATF6
5631,RIPK1,DLX5
5632,RIPK1,ETS1
5633,RIPK1,ETS2
5634,RIPK1,RARA
5635,RIPK1,MITF
5636,RIPK1,ELK4
5637,RIPK1,ATF4
5638,RIPK1,CEBPB
5639,RIPK1,CEBPA
5640,RIPK1,ATF1
5641,RIPK1,RARB
5642,RIPK1,TFAP2A
5643,RIPK1,RARG
5644,RIPK1,GATA3
5645,RIPK1,MYOD1
5646,RIPK1,ZHX1
5647,RIPK1,CREB3L4
5648,RIPK1,CREB5
5649,RIPK1,ATF6B
5650,RIPK1,CREB3L3
5651,RIPK1,CREB3L2
5652,RIPK1,CREB3
5653,RIPK1,CREB3L1
5654,RIPK1,FOSB
5655,RIPK1,EGR1
5656,RIPK1,HSF4
5657,PDCD1,STAT5A
5658,PDCD1,STAT6
5659,PDCD1,STAT3
5660,PDCD1,AR
5661,PDCD1,STAT1
5662,PDCD1,HOXA10
5663,PDCD1,FOS
5664,PDCD1,JUN
5665,PDCD1,EOMES
5666,PDCD1,ESR1
5667,PDCD1,STAT5B
5668,PDCD1,STAT2
5669,PDCD1,VDR
5670,PDCD1,ERF
5671,PDCD1,SMARCC2
5672,PDCD1,TSC22D3
5673,PDCD1,PINX1
5674,PDCD1,SMAD4
5675,PDCD1,RELA
5676,PDCD1,NFKB1
5677,PDCD1,ETS1
5678,PDCD1,MXD1
5679,PDCD1,MTA1
5680,PDCD1,MYC
5681,TRAF3,IRF7
5682,TRAF3,RELA
5683,TRAF3,IRF3
5684,TRAF3,JUN
5685,TRAF3,REL
5686,TRAF3,ESR1
5687,TRAF3,NFATC1
5688,TRAF3,STAT1
5689,TRAF3,NFKB1
5690,TRAF3,ELF4
5691,TRAF3,STAT6
5692,TRAF3,IRF5
5693,TRAF3,NEUROD1
5694,TRAF3,PAXBP1
5695,TRAF3,MTA1
5696,TRAF3,CSDC2
5697,TRAF3,TAX1BP1
5698,TRAF3,SMAD1
5699,TRAF3,CSDE1
5700,TRAF3,GATA4
5701,TRAF3,NFATC4
5702,TRAF3,PINX1
5703,TRAF3,RXRA
5704,TRAF3,NKX2-5
5705,TRAF3,ATF2
5706,TRAF3,SMAD2
5707,TRAF3,STAT3
5708,TRAF3,NR4A1
5709,TRAF3,AR
5710,TRAF3,CREB1
5711,TRAF3,SP1
5712,TRAF3,NCOR2
5713,TRAF3,ZBTB7A
5714,TRAF3,MYC
5715,CD2,STAT3
5716,CD2,CREB1
5717,CD2,SP1
5718,CD2,NFKB1
5719,CD2,MYC
5720,CD2,RELA
5721,CD2,LRRFIP1
5722,CD2,IKZF1
5723,CD2,STAT5A
5724,CD2,ETS1
5725,CD2,CSDE1
5726,CD2,MTA1
5727,CD2,STAT5B
5728,CD2,RXRA
5729,CD2,MLX
5730,CD2,ARID3A
5731,CD2,CARHSP1
5732,CD2,HIF1A
5733,CD2,PPARA
5734,CD2,CREM
5735,CD2,ZBTB7A
5736,CD2,CREB3L1
5737,CD2,ATF4
5738,CD2,MLXIPL
5739,CD2,CREB3
5740,CD2,CREB3L3
5741,CD2,CREB3L2
5742,CD2,CREB3L4
5743,CD2,ESR1
5744,CD2,EOMES
5745,CD2,JUN
5746,CD28,NFKB1
5747,CD28,ELK1
5748,CD28,CREB1
5749,CD28,ESR1
5750,CD28,FOS
5751,CD28,JUN
5752,CD28,EOMES
5753,CD28,FOSL1
5754,CD28,HSF1
5755,CD28,MTA1
5756,CD28,STAT3
5757,CD28,TP53
5758,CD28,IRF4
5759,CD28,RFXANK
5760,CD28,STAT5A
5761,CD28,STAT6
5762,CD28,NFATC2
5763,CD28,FOXP3
5764,CD28,MYC
5765,CD28,STAT1
5766,CD28,IRF1
5767,CD28,STAT5B
5768,CD28,FOSB
5769,CD28,LRRFIP1
5770,CD28,IKZF1
5771,CD28,ETS1
5772,CD28,RELA
5773,CD28,CSDE1
5774,CD28,RXRA
5775,CD28,MLX
5776,CD28,ARID3A
5777,CD28,CARHSP1
5778,CD28,STAT2
5779,CD28,GATA1
5780,CD28,PPARG
5781,CD28,AR
5782,CD28,MYOG
5783,CD28,HIF1A
5784,CD28,SNAI1
5785,CD28,ID4
5786,CD28,ZBTB7A
5787,CD28,SP1
5788,CD28,PIAS2
5789,CD28,TCF7L2
5790,CD28,NCOR2
5791,CD28,LIN28A
5792,CD28,POU2F2
5793,CD28,SRF
5794,CD28,GABPA
5795,CD28,CEBPB
5796,CD28,MITF
5797,CD28,BCL6
5798,CD28,GATA2
5799,CD28,SMAD3
5800,CD28,SMAD2
5801,CD28,MEF2B
5802,CD28,IRX2
5803,CD28,ERF
5804,CD28,GLI1
5805,CD28,JUND
5806,CD28,RUNX1
5807,CD28,THRB
5808,CD28,YBX1
5809,CD28,NR4A1
5810,CD28,NCOA1
5811,CD28,NR4A2
5812,CD28,ATF2
5813,CD28,PPARA
5814,CD28,TWIST1
5815,CD28,TCF3
5816,CD28,MAFA
5817,CD28,SREBF2
5818,CD28,EPAS1
5819,CD28,SMAD4
5820,CD28,SP3
5821,CD28,GTF2I
5822,CD28,SREBF1
5823,CD28,NR5A1
5824,CD28,NFATC4
5825,CD28,ELK4
5826,CD28,E2F1
5827,CD28,GATA4
5828,CD28,RARA
5829,CD28,EGR1
5830,CD28,ESR2
5831,CD28,CREB3
5832,CD28,MEF2C
5833,CD28,RUNX2
5834,CD28,ZBED1
5835,CD28,HNF4A
5836,CD28,RXRB
5837,CD28,RARG
5838,CD28,RARB
5839,CD28,TSC22D3
5840,CD28,SOX10
5841,CD28,RXRG
5842,CD28,HNF1A
5843,CD28,NR1H4
5844,CD28,IKZF3
5845,CD28,CREB3L4
5846,CD28,CREB3L1
5847,CD28,ATF4
5848,CD28,ATF6B
5849,CD28,CREB3L3
5850,CD28,CREB3L2
5851,CD28,CREB5
5852,CD28,RFX5
5853,CD28,SMAD7
5854,CD28,KLF4
5855,CD28,AIRE
5856,CD28,IRF2
5857,CTLA4,STAT6
5858,CTLA4,NFATC2
5859,CTLA4,FOXP3
5860,CTLA4,MYC
5861,CTLA4,STAT1
5862,CTLA4,JUN
5863,CTLA4,IRF1
5864,CTLA4,STAT5B
5865,CTLA4,STAT5A
5866,CTLA4,FOSB
5867,CTLA4,STAT3
5868,CDH2,FOXO1
5869,CDH2,FOXO4
5870,CDH2,FOXO3B
5871,CDH2,FOXO3
5872,CDH2,TCF7L2
5873,CDH2,LEF1
5874,CDH2,TCF7
5875,CDH2,PITX2
5876,CDH2,SMAD7
5877,CDH2,TCF4
5878,CDH2,TCF3
5879,CDH2,HNF1A
5880,CDH2,NR4A1
5881,CDH2,NR4A2
5882,CDH2,NR4A3
5883,CDH2,KLF4
5884,CDH2,MYOD1
5885,CDH2,POU5F1
5886,CDH2,SOX2
5887,CDH2,TCF7L1
5888,CDH2,MYC
5889,CDH2,MITF
5890,CDH2,HIF1A
5891,CDH2,NEUROG1
5892,CDH2,TBXT
5893,CDH2,SNAI2
5894,CDH2,ID2
5895,CDH2,CDX4
5896,CDH2,HMGA1
5897,CDH2,SP5
5898,CDH2,SALL4
5899,CDH2,PPARD
5900,CDH2,CDX1
5901,CDH2,GLI2
5902,CDH2,STAT3
5903,CDH2,CREB1
5904,CDH2,SP1
5905,CDH2,NFKB1
5906,CDH2,RELA
5907,CDH2,ZBTB7A
5908,CDH2,AR
5909,CDH2,STAT5A
5910,CDH2,TP53
5911,CDH2,GATA4
5912,CDH2,FOS
5913,ITGAE,ETS1
5914,ITGAE,MTA1
5915,ITGAE,STAT1
5916,ITGAE,STAT5A
5917,ITGAE,NANOG
5918,ITGAE,NCOA1
5919,ITGAE,SMAD4
5920,ITGAE,TERF1
5921,ITGAE,MITF
5922,KLRG1,NFATC2
5923,KLRG1,STAT3
5924,KLRG1,STAT5A
5925,KLRG1,STAT1
5926,KLRG1,NEUROD1
5927,KLRG1,NFKB1
5928,KLRG1,STAT5B
5929,KLRG1,MTA1
5930,PTPRF,TP53
5931,PTPRF,STAT6
5932,PTPRF,STAT5A
5933,PTPRF,ESR1
5934,PTPRF,STAT5B
5935,PTPRF,STAT3
5936,PTPRF,STAT1
5937,PTPRF,STAT2
5938,PTPRF,VDR
5939,PTPRF,ERF
5940,PTPRF,SMARCC2
5941,PTPRF,TSC22D3
5942,PTPRF,PINX1
5943,PTPRF,SMAD4
5944,PTPRF,RELA
5945,PTPRF,NFKB1
5946,PTPRF,ETS1
5947,PTPRF,MXD1
5948,PTPRF,MTA1
5949,PTPRF,MYC
5950,PTPRF,NFATC4
5951,PTPRF,SOX10
5952,PTPRF,FOXO1
5953,PTPRF,FOXO4
5954,PTPRF,FOXO3B
5955,PTPRF,FOXO3
5956,PTPRF,TCF7L2
5957,PTPRF,LEF1
5958,PTPRF,TCF7
5959,PTPRF,PITX2
5960,PTPRF,SMAD7
5961,PTPRF,TCF4
5962,PTPRF,TCF3
5963,PTPRF,HNF1A
5964,PTPRF,NR4A1
5965,PTPRF,NR4A2
5966,PTPRF,NR4A3
5967,PTPRF,KLF4
