,TF,target
29231,TCF7,BIRC5
29232,TCF7,CD4
29233,TCF7,CEACAM5
29234,TCF7,CEACAM6
29235,TCF7,EPHB2
29236,TCF7,EPHB3
29237,TCF7,LEF1
29238,TCF7,MSLN
29239,TCF7,NT5E
29240,TCF7,PPARG
29241,TCF7,RUNX2
29242,RUNX2,TCF7
29243,TCF7,TAGLN
29244,TCF7,VEGFA
29245,BCL6,CCL7
29246,STAT1,BCL6
29247,STAT1,CCL5
29248,STAT1,IL6ST
29249,STAT1,LONP1
29250,STAT1,PRF1
29251,STAT1,ADAR
29252,STAT1,EIF2AK2
29253,STAT1,IFI6
29254,STAT1,IFIT1
29255,STAT1,IFITM1
29256,STAT1,ISG15
29257,STAT1,ISG20
29258,STAT1,MET
29259,STAT1,MX1
29260,RUNX2,ENPP1
29261,RUNX2,GADD45B
29262,RUNX2,SMAD6
29263,AR,CA3
29264,AR,CALR
29265,AR,DBI
29266,AR,DDT
29267,AR,DHX15
29268,AR,FASN
29269,AR,GSTT2
29270,AR,HIGD1A
29271,AR,HSP90AA1
29272,AR,KRT18
29273,AR,MT2A
29274,AR,OAT
29275,AR,PFKFB1
29276,AR,PGC
29277,AR,PYCR1
29278,AR,SCNN1A
29279,AR,SLC22A2
29280,AR,SMS
29281,AR,SNAI1
29282,AR,SNAI2
29283,AR,SREBF2
29284,AR,TRPV3
29285,AR,UGT1A1
29286,AR,UGT1A3
29287,GATA2,CACNA1S
29288,GATA2,CPA3
29289,GATA2,MAFK
29290,GATA2,RAG1
29291,GATA2,VWF
29292,GATA2,TAC1
29293,ATF6,CALR
29294,ATF6,HSP90B1
29295,ATF6,SEL1L
29296,ATF6,SERP1
29297,HMGA1,CCNB2
29298,HMGA1,FGL1
29299,HMGA2,CCNB2
29300,HBP1,CEBPA
29301,HBP1,FASLG
29302,HBP1,GATA1
29303,HBP1,H1-5
29304,HBP1,JUNB
29305,HBP1,RUNX1
29306,ELF2,CD3D
29307,SPI1,CTSE
29308,SPI1,FCGR1BP
29309,SPI1,MRC1
29310,SPI1,NCF1
29311,SPI1,NCF4
29312,SPI1,PLAU
29313,SPI1,PPBP
29314,ESR1,CDC25A
29315,ESR1,HDLBP
29316,SMAD7,CTNNB1
29317,ID2,CDKN2A
29319,ID3,CDKN2A
29321,SMAD1,CDKN1A
29322,SMAD1,DLX3
29323,SMAD1,DSPP
29324,SMAD1,GADD45B
29325,SMAD1,ID2
29326,SMAD1,ID3
29327,SMAD1,MYC
29328,SMAD1,NKX2-5
29329,SMAD1,TAGLN
29330,SMAD1,SMAD7
29331,STAT2,CFB
29332,STAT2,CLDN4
29333,STAT2,DES
29334,STAT2,DGKE
29335,STAT2,IGF1
29336,STAT2,IL20RA
29337,STAT2,IRF7
29338,STAT2,JUND
29339,STAT2,MSR1
29340,STAT2,NMBR
29341,STAT2,PIN1P1
29342,CDX1,ADA
29343,SOX9,COL1A2
29344,TCF3,COL1A2
29345,POU1F1,PCP2
29346,TFAP2A,S100B
29347,TFAP2A,CALB2
29348,TFAP2A,MAPT
29349,TFAP2A,PENK
29350,TFAP2A,PRPH
29351,SOX10,ZFP91
29352,DLX5,SPP1
29353,SMAD5,DSPP
29354,SMAD5,HEY1
29355,SMAD5,ID1
29356,SMAD5,ID2
29357,SMAD5,ID3
29358,THRA,PCP2
29359,THRB,E2F1
29360,THRB,MLXIPL
29361,CEBPD,EBF1
29362,CEBPD,UCP1
29363,CEBPD,CCL5
29364,USF1,GPAM
29365,USF1,G6PC2
29366,GATA3,GATA1
29367,GATA3,GNRHR
29368,GATA3,RAG2
29369,ATF3,CCNA1
29370,GLI3,PTCH2
29371,ESR2,HDLBP
29372,FEV,SLC6A4
29373,FEV,TPH1
29374,SMAD9,ID2
29375,IRF9,IRF7
29376,NFATC2,PARP1
29377,NFATC2,TNFSF13B
29378,STAT4,IL21
29379,NFATC1,FOLH1
29380,NFATC1,ITGB3
29381,NFATC1,TNFSF13B
29382,NANOG,NR0B1
29383,MAF,LALBA
29384,FOSL2,MMP13
29387,MYOD1,ACTC1
29388,WT1,BAIAP3
29389,PAX6,PALM
29390,RORA,PCP2
29391,TFAP4,PENK
29392,RARA,ADRB1
29393,RARA,ALDH1A1
29394,RARA,BTG2
29395,RARA,CRABP2
29396,RARA,HOXA4
29397,RARA,HOXD4
29398,RARA,MPO
29399,RARA,NES
29400,RARA,OXT
29401,RARA,RBP1
29402,RARA,TGFB1
29403,ETV4,GPX5
29404,POU2F1,TFAP2A
29405,RXRA,SLC10A1
29406,RXRA,ADRB1
29407,RXRA,ALDH1A1
29408,RXRA,APOC3
29409,RXRA,BTG2
29410,RXRA,CEBPE
29411,RXRA,CRABP2
29412,RXRA,CRYAB
29413,RXRA,ETS1
29414,RXRA,HOXA1
29415,RXRA,HOXB1
29416,RXRA,RBP1
29417,RXRA,RBP2
29418,RXRA,TH
29419,NKX2-1,PAX8
29420,POU3F1,SOX2
29421,FOS,SP3
29422,FOS,TPSAB1
29423,FOS,HBEGF
29424,FOS,IL4
29425,FOS,VIP
29426,TP73,SERPINB5
29427,ATF1,TNF
29428,TEAD1,VEGFA
29429,ARNT,TFRC
29430,EGR2,DHH
29431,EGR2,HOXA2
29432,EGR2,HOXB3
29433,FOXA1,LCT
29435,MYBL2,SFTPA1
29436,NFIA,ALDOA
29437,NFIA,CYP1A2
29438,NFIA,RBP1
29439,NFIA,SLC25A5
29440,NFIA,SLC2A4
29441,NFIA,TP53
29442,NFIA,TPO
29443,PAX2,PAX5
29444,PLSCR1,ITPR1
29445,POU2F2,CCR5
29446,RARB,HOXD4
29447,RARB,OXT
29448,RARB,PLAAT4
29449,RARB,TH
29450,RARG,CYP26A1
29451,RARG,RBP1
29452,RXRG,FOXA1
29453,RXRG,NES
29454,SRF,ACTC1
29455,USF2,GCK
29456,USF2,SPP1
29457,NKX2-5,NOS3
29458,NKX2-5,ACTC1
29459,SPI1,JDP2
29460,SPI1,CCL22
29461,SPI1,ALDH1A2
29462,SPI1,CCR7
29463,SPI1,CD33
29464,SPI1,ZNF521
29465,SPI1,XAF1
29466,SPI1,OAS1
29467,SPI1,NR4A1
29468,SPI1,TNFRSF10B
29469,EGR1,TF
29470,ETS1,BCL2
29471,ETS1,NR4A1
29472,ETV4,SCX
29473,HIF1A,VMP1
29474,HIF1A,KDR
29475,HIF1A,NKX3-1
29476,HIF1A,RGCC
29477,IRF3,IFNG
29478,KLF4,TERT
29479,KLF4,NOS3
29480,KLF4,ASS1
29481,MYB,ANK1
29482,NR3C1,LMO3
29483,NR3C1,SLC19A2
29484,POU4F1,RIT2
29485,POU4F1,EGR1
29486,RELA,DICER1
29487,SMAD2,PIN1
29488,SMAD3,PIN1
29489,SMAD3,LGALS9
29490,SMAD4,ATOH8
29491,SOX9,NWD1
29492,SREBF1,HNRNPK
29493,STAT3,IL1B
29494,TFCP2,BMP4
29495,TSC22D1,NPPC
29496,WT1,DNMT3L
29497,YY1,CACNA1C
29498,ZBED1,RPS6
29499,ZBED1,RPS10
29500,ZBED1,RPS12
29501,ARNT,IL10RA
29502,DDIT3,JUND
29504,DDIT3,ERO1A
29506,DDIT3,PPP1R15A
29508,E2F1,GRAMD4
29509,ETV5,DHRS2
29510,ZNF746,PCK1
29511,ZNF410,CHD4
29512,ATF4,LAMP3
29513,CEBPB,PTK2
29514,CEBPB,SLC9A1
29515,IRF1,GBP5
29516,MAZ,PDPN
29517,MAZ,XIAP
29518,MAZ,BCL2
29519,MAZ,MMP2
29520,HES1,CRABP1
29521,MYC,IREB2
29522,ZEB2,MITF
29523,HAND2,UCP3
29524,HAND2,ABRA
29525,HAND2,POSTN
29526,HAND2,PDK4
29527,HAND2,ID1
29528,PPARG,TFAM
29529,PPARG,HSPA9
29530,PPARG,VDAC1
29531,PPARG,MFN2
29532,TERF2,NOS3
29533,HEY2,KDR
29534,HEY2,HEY1
29535,HMGB1,TNF
29536,NR4A2,SNCA
29537,NR4A2,KCNIP4
29538,RBPJ,EFNB2
29539,RBPJ,EFNB3
29540,RBPJ,BMP10
29541,RBPJ,NRG1
29542,RXRA,ACSL3
29543,VDR,SLC19A1
29544,VDR,KRT1
29545,VDR,FLG
29546,VDR,LORICRIN
29547,FOXA2,KCNJ11
29548,JUN,USP28
29549,NR1H4,DGKQ
29550,NR5A1,SREBF1
29551,ELK1,NR4A1
29552,TRERF1,PGR
29553,FLI1,NR4A1
29554,IRF4,ALDH1A2
29555,IRF4,ITGAX
29556,SOX2,ADAM10
29557,AR,EPB41L4B
29558,GABPA,SULT1A3
29559,GABPA,SULT1A1
29560,GATA2,KDR
29561,ID3,HES1
29562,SMAD1,RUNX2
29563,SRY,NWD1
29564,CREB3,HERPUD1
29565,CREB3L4,HSPA5
29566,DMTF1,ADM
29567,DMTF1,AREG
29568,DMTF1,BCL3
29569,DMTF1,EGR1
29570,DMTF1,JUNB
29571,IRF6,OVOL1
29572,LHX3,VSX2
29573,MEF2B,JUN
29574,MEF2C,CKM
29575,NFIA,TNFRSF14
29576,PRDM10,BCL2
29577,SP3,MMP14
29578,STAT5A,RARB
29579,TCF3,SCX
29580,TCF7L2,NPNT
29581,TFE3,ASAH1
29582,TFE3,FNIP2
29583,TFE3,SULT1C2
29584,THRA,SFRP2
29585,FEV,GCH1
29586,FEV,GCHFR
29587,FEV,QDPR
29588,AHR,AFMID
29589,AHR,TDO2
29590,BCL6,BMI1
29591,BCL6,GLI1
29592,CREB1,COX8A
29593,CREB1,FOXO3
29594,CREB1,MRPL49
29595,CREB1,MRPS18B
29596,CREB1,NDUFV1
29597,CREB1,OXNAD1
29598,CREB1,UQCRQ
29599,CREB1,WARS2
29600,EGR1,FOXP3
29601,ELF3,NOTCH3
29602,ESR1,AFMID
29603,ESR1,FOXC1
29604,ESR1,GSG1
29605,ESR1,NFIB
29606,ESR1,TDO2
29607,ESR1,TNIP1
29608,ESR1,ZMYND8
29609,FOS,FOXC1
29610,FOS,FOXO3
29611,FOS,GREB1
29612,FOXA1,FOXC1
29613,FOXO1,FOXP3
29614,FOXO3,IKZF2
29615,FOXO3,MSTN
29616,FOXO3,NT5E
29617,FOXP3,CD101
29618,FOXP3,IGSF3
29619,FOXP3,IL9
29620,FOXP3,NPR1
29621,FOXP3,PTPN22
29622,FOXP3,TGFB1
29623,GATA3,ACTR6
29624,GATA3,AURKAIP1
29625,GATA3,BCAS3
29626,GATA3,CDH2
29627,GATA3,GREB1
29628,GATA3,KMT2E
29629,GATA3,NCOA3
29630,GATA3,POLR1F
29631,GATA3,VAPB
29632,GATA3,ZNF217
29633,HIF1A,ANKRD37
29634,JUN,FOXC1
29635,JUN,FOXO3
29636,JUN,GREB1
29637,JUN,TNFSF15
29638,KLF2,FOXP3
29639,KLF6,CCL2
29640,KLF6,NFKBIA
29641,MAFB,IL7R
29642,MTA1,EHMT2
29643,MTA3,ACTR6
29644,MTA3,AURKAIP1
29645,MTA3,BCAS3
29646,MTA3,CDH2
29647,MTA3,KMT2E
29648,MTA3,NCOA3
29649,MTA3,POLR1F
29650,MTA3,ZNF217
29651,MYC,CAMK2N1
29652,MYC,CCR4
29653,MYC,VPS72
29654,MYCN,CDH5
29655,MYCN,PMAIP1
29656,NCOA1,NR0B2
29657,NCOR1,COX8A
29658,NCOR1,HK1
29659,NCOR1,MRPL49
29660,NCOR1,MRPS18B
29661,NCOR1,NDUFV1
29662,NCOR1,OXNAD1
29663,NCOR1,PFKFB1
29664,NCOR1,UGT2B17
29665,NCOR1,UQCRQ
29666,NCOR1,WARS2
29667,NCOR2,UGT2B17
29668,NFATC1,NKX2-3
29670,NR1H2,HK1
29671,NR1H2,PFKFB1
29672,NR1H3,HK1
29673,NR1H3,PFKFB1
29674,RARA,FOXC1
29675,RARA,GREB1
29676,RARA,HOXA1
29677,RARG,FOXC1
29678,RARG,GREB1
29679,RXRA,CYP24A1
29680,SMAD3,FOXO3
29681,SMAD4,TBX6
29682,SNAI1,CCL2
29683,SNAI1,CCL5
29684,SP1,FOXP3
29685,SPI1,KLF4
29686,STAT1,GREB1
29687,STAT3,FOXP3
29688,STAT3,MAFB
29689,STAT6,ICOS
29690,TCF7L2,TGIF1
29691,TET2,FOXP3
29692,TFAP2A,FOXP3
29693,TFAP2A,FREM2
29694,VDR,COL1A1
29695,ZEB2,EHMT2
29696,ZEB2,MTA3
29697,FOXO4,IDH1
29698,FOXO4,TRIM63
29699,PPARG,BMAL1
29700,FOXO3,IDH1
29701,FOXO3,DIO2
29702,FOXO3,TSC1
29703,HIF1A,CD274
29704,HIF1A,KDM4B
29705,HIF1A,KDM2A
29706,HIF1A,KDM4C
29707,HIF1A,KDM6B
29708,HIF1A,KDM5B
29709,HIF1A,KDM5C
29710,HIF1A,KDM5A
29711,HIF1A,KDM2B
29712,HIF1A,KDM7A
29713,HIF1A,PDK1
29714,USF1,CBS
29715,USF1,POMC
29716,USF1,ADAM10
29717,SP1,ID1
29718,SP1,RHO
29719,SP1,CACNA1G
29720,EGR1,COL4A1
29721,EGR1,COL7A1
29722,EGR1,COL11A1
29723,EGR1,COL4A2
29724,EGR1,COL10A1
29725,PPARA,AQP3
29726,POU5F1,DNMT1
29727,PAX7,MYF5
29728,SP3,IFITM5
29729,SNAI1,PLAU
29730,SNAI1,SERPINE1
29731,MITF,TPSAB1
29732,JUN,HSD3B2
29733,JUN,GLS
29734,JUN,RCAN1
29736,TFE3,MYH9
29737,STAT5A,PIM2
29738,STAT5A,DNMT3A
29739,STAT5A,IRF5
29740,STAT5A,HBB
29741,STAT5A,HBA1
29742,STAT3,HSPA1A
29743,STAT3,HSPA1B
29744,STAT3,CASP3
29745,STAT3,FBXO32
29746,STAT3,GAP43
29747,STAT3,MYOD1
29748,RARA,RXRG
29749,CEBPB,GOT1
29750,TWIST1,SNAI2
29751,TWIST1,FAP
29752,TWIST1,HGF
29753,CREB1,PKM
29754,CREB1,CTNNB1
29755,CREB1,PAX3
29756,CREB1,BCL2L1
29757,CREB1,HES1
29758,CREB1,MYF5
29759,ATF4,SARS2
29760,ATF4,CARS1
29761,ATF4,DARS2
29762,ATF4,LARS2
29763,ATF4,LARS1
29764,ATF4,AARS2
29765,ATF4,NARS2
29766,ATF4,TARS2
29767,ATF4,WARS2
29768,ATF4,NARS1
29769,ATF4,CARS2
29770,ATF4,IARS1
29771,ATF4,YARS2
29772,YBX1,NDRG1
29773,MEF2C,MYH10
29774,MEF2C,MYH1
29775,MEF2C,MYH2
29776,MEF2C,MYF6
29777,MYOG,ITGA7
29778,MYOG,CDKN1A
29779,PBX1,CDH1
29780,RORA,CAV3
29781,RORA,PCP4
29782,RORA,SHH
29783,RORA,SLC1A6
29784,RORA,CPT1B
29785,NFATC1,GPC6
29786,GLI2,OLIG2
29787,GLI2,HHIP
29788,THRA,OXT
29789,SATB1,CD52
29790,SATB1,IGFBP2
29791,SATB1,TAF11
29792,IRF5,IL1B
29793,CLOCK,DPYD
29794,MYC,UBTF
29795,MYC,IMPDH2
29796,MYC,USP22
29797,MYC,PRPS2
29798,MYC,IMPDH1
29799,MYC,SHMT2
29800,MYC,DHODH
29801,MYC,SLC2A1
29802,MEF2A,MYH10
29803,MEF2A,MYH2
29804,MEF2A,MYH1
29805,RUNX1,HHEX
29806,TP53,MLH1
29807,TP53,NR4A3
29808,TP53,FNTB
29809,TP53,FNTA
29810,TP53,PMS2
29811,TP53,KDM4B
29812,TP53,NOXA1
29813,TP53,ANKRD11
29814,TP53,ZDHHC5
29815,TP53,SCO2
29816,MEF2D,MYH10
29817,MEF2D,DES
29818,MEF2D,MYH2
29819,MEF2D,MYF6
29820,MEF2D,MYH1
29821,NR3C1,KLF9
29822,NR3C1,IRAK3
29823,NR3C1,CEBPA
29824,NR3C1,CEBPD
29825,NR3C1,PER1
29826,NR3C1,RXRA
29827,NR3C1,TIMELESS
29828,NR3C1,PER2
29829,NR3C1,NR2F2
29830,NR2F2,NR3C1
29831,NR3C1,CEBPB
29832,CEBPB,NR3C1
29833,NR3C1,FOXO3
29834,NR3C1,HNF4A
29835,NR3C1,KLF5
29836,SREBF2,SND1
29837,SATB2,IGHM
29838,FOXA1,LOXL2
29839,FOXA1,HSPA1B
29840,NANOG,DNMT1
29841,TCF4,SOX9
29842,NFIA,EPHA8
29843,NFIA,EPHA5
29844,NFIA,SLIT1
29845,NFIA,RBFOX3
29846,NFIA,NEUROD4
29847,NFIA,NEUROD1
29848,NFIA,NFIX
29849,NFIA,EPHA4
29850,NFIA,MYOD1
29851,NFIA,ROBO1
29852,NFIA,MYOG
29853,GATA3,GLS2
29854,FOS,HSD3B2
29855,FOS,CYP19A1
29856,GATA1,SPTA1
29857,GATA1,NBEAL2
29858,SPI1,NAB2
29859,SPI1,TAL2
29860,SPI1,MEIS1
29861,SPI1,EGR2
29862,MYOD1,FST
29863,MYOD1,CCND3
29864,MYOD1,ITGA7
29865,MYOD1,PJA1
29866,DMTF1,MBD1
29867,DMTF1,THBS1
29868,SOX6,COL2A1
29869,SOX6,MEST
29870,SOX6,CEBPA
29871,SOX6,PPARG
29872,POU2F1,MYH2
29873,POU2F1,HOXD11
29874,POU2F1,MYH1
29875,POU2F1,MYH10
29876,POU2F1,HOXD10
29877,GATA2,KLF1
29878,GATA2,TRH
29879,FOXO1,SMURF1
29880,FOXO1,IDH1
29881,FOXO1,FBXO32
29882,ATF6,HYOU1
29883,MAFA,NKX6-1
29884,AR,SCN9A
29885,NFE2L2,PGD
29886,NFE2L2,PPAT
29887,NFE2L2,G6PD
29888,NFE2L2,MTHFD2
29889,NFE2L2,TALDO1
29890,NFE2L2,TKT
29891,NFE2L2,PXDN
29892,RUNX2,ALPL
29893,RUNX2,COL2A1
29894,E2F1,USP37
29895,POU4F1,SCN9A
29896,SMAD1,GADD45G
29897,SMAD1,GATA3
29898,SMAD1,HAND1
29899,SMAD1,SATB2
29900,KLF4,NPNT
29901,CEBPA,GFI1
29902,CEBPA,FTO
29903,YY1,ATP6V1A
29904,STAT6,PPARGC1A
29905,STAT6,KLF4
29906,STAT6,CHI3L1
29907,STAT6,PPARA
29908,STAT6,PPARG
29909,STAT6,MRC1
29910,SMAD5,HAND1
29911,SMAD5,GADD45G
29912,SMAD5,SMAD6
29913,SMAD5,GATA3
29914,SMAD5,SATB2
29915,PAX3,FGFR4
29916,PAX3,PITX2
29917,CREB3L1,OXT
29918,MLXIPL,FAS
29919,MLXIPL,ELOVL6
29920,TAL1,MEF2C
29921,TAL1,FUBP1
29922,ESR1,PSEN2
29923,ESR1,KDM4B
29924,ESR1,SCN8A
29925,TFAP2A,DCC
29926,IKZF3,LNPEP
29927,ETS2,SPARC
29928,ETS2,IBSP
29929,ETS2,BGLAP
29930,SALL4,CECR2
29931,SALL4,NANOG
29932,NFATC2,MYOF
29933,NFATC2,GPC6
29934,NFATC2,IL6
29935,NFATC2,FST
29936,STAT1,IL12B
29937,ADNP,BECN1
29938,KLF2,NPNT
29939,KLF2,HBE1
29940,NFATC3,GPC6
29941,NFATC3,IL6
29942,ETS1,TBX22
29943,NCOA1,RARA
29944,NCOA1,PCK2
29945,NCOA1,APOA5
29946,NCOA1,OTC
29947,NCOA1,ALDOB
29948,ZMIZ1,MYC
29949,ZBTB16,RSAD2
29950,TP63,SUN1
29951,TP63,PLEC
29952,TP63,SYNE3
29953,MTA1,CXCL1
29954,IRF3,IL6
29955,SRF,CNN1
29956,HMGB1,IL2RA
29957,SREBF1,PKM
29958,RXRG,GLI2
29959,RXRG,MBP
29960,HMGA1,KITLG
29961,MECOM,GATA1
29962,MECOM,ANGPT1
29963,MECOM,TEK
29964,MECOM,ANGPT2
29965,EPAS1,CACNA1A
29966,EPAS1,HBB
29967,EPAS1,HBA1
29968,EPAS1,KDM2B
29969,EPAS1,KDM3A
29970,EPAS1,KDM4B
29971,EPAS1,KDM4C
29972,EPAS1,KDM6B
29973,EPAS1,KDM5B
29974,EPAS1,KDM5C
29975,EPAS1,KDM5A
29976,EPAS1,KDM2A
29977,EPAS1,KDM7A
29978,TEAD1,CCND1
29979,TEAD1,FOXM1
29980,TEAD1,MYF5
29981,TEAD1,BMP4
29982,TEAD1,FOXO3
29983,NEUROG1,NEUROD2
29984,CEBPD,KLF5
29985,HSF1,HSPA6
29986,NFATC4,GPC6
29987,GLI3,CCND1
29988,NR2F1,PCDH19
29989,NKX2-5,MYL2
29990,PPARD,SLC25A20
29991,ESRRA,RNF208
29992,GLI1,HHIP
29993,GLI1,MYCN
29994,NR4A3,BAX
29995,NR4A3,BBC3
29997,CDX1,VIL1
29998,KLF10,TGFBI
29999,CEBPA,CXCL12
30000,CREB1,CCL3
30001,SP1,CXCL8
30002,SP1,TNFSF15
30003,IRF2,IL10
30004,IRF2,CCL5
30005,IRF2,IL6
30006,IRF2,TNFSF10
30007,IRF2,CXCL10
30008,IRF2,IFNA4
30009,IRF1,IFNA4
30010,IRF1,IFNA2
30011,IRF1,IFNA14
30012,IRF1,IFNA6
30013,STAT3,CCL5
30014,STAT3,IL5
30015,STAT3,IL13
30016,STAT3,CX3CL1
30017,STAT3,CXCL12
30018,STAT3,CXCL9
30019,STAT3,IL22
30020,STAT3,IL17F
30022,RELA,CCL17
30023,RELA,CXCL3
30024,RELA,OSM
30026,RELA,CX3CL1
30027,RELA,IL32
30029,RELA,IL19
30032,STAT1,CCL19
30033,STAT1,CX3CL1
30034,STAT1,CXCL11
30035,CEBPB,IL36A
30040,NFKB1,IL32
30042,STAT5B,IL10
30043,STAT5B,CSF2
30044,STAT5B,TNFSF10
30045,STAT5B,IL9
30046,STAT5B,CXCL9
30047,STAT5A,IL5
30048,STAT5A,CXCL9
30049,VDR,IFNG
30050,VDR,CXCL1
30051,VDR,TGFB2
30052,RXRA,IL10
30053,RXRA,IL2
30054,RXRA,IL12B
30055,RXRA,TNFSF10
30056,RXRA,TNFSF11
30057,HMGA1,CXCL12
30058,SPI1,CXCL8
30059,SPI1,IL9
30060,SPI1,TNFSF4
30061,SPI1,IL34
30062,AHR,CSF2
30063,AHR,IL4
30064,AHR,TNFSF13B
30065,AHR,IL21
30066,AHR,CXCL13
30067,AHR,CCL1
30068,AHR,IL22
30069,IRF4,TNF
30070,IRF4,IFNB1
30071,IRF4,IL23A
30072,IRF4,IL21
30073,IRF4,CCL3
30074,IRF4,IL12A
30075,IRF4,CXCL9
30076,IRF8,TGFB2
30077,IRF8,TNFSF13B
30078,IRF8,IFNL1
30079,IRF8,IFNL3
30080,IRF8,IFNA4
30081,IRF8,CXCL9
30082,IRF8,IFNA5
30083,FOXP3,IL22
30084,FOS,IL10
30085,FOS,IL23A
30086,FOS,IL1RN
30087,FOS,IL13
30088,FOS,CSF3
30089,FOS,CCL15
30090,FOS,IL31
30091,FOS,CXCL16
30096,JUN,CX3CL1
30097,JUN,CXCL9
30100,JUN,IL31
30102,NFATC2,CCL5
30103,NFATC2,TNFSF14
30104,NFATC2,TNFSF10
30105,NFATC2,IL3
30106,NFATC1,IL10
30107,NFATC1,CSF2
30108,NFATC1,TNFSF14
30109,NFATC1,IL21
30110,NFATC1,IL1RN
30111,NFATC1,LIF
30112,MAF,IL21
30113,PKNOX1,CCL2
30114,SMAD4,CCL20
30115,SMAD4,CXCL12
30116,CEBPD,CCL2
30117,CEBPD,CXCL8
30118,NFE2L2,IL10
30119,NFE2L2,IL1A
30120,NFE2L2,IL36G
30121,MEF2A,IL1RN
30122,ETS1,IL4
30123,ETS1,IL24
30124,GABPA,IL10
30125,IKZF1,TNF
30126,IKZF1,IL4
30127,IKZF1,IL21
30128,IKZF1,IL22
30129,MEF2D,IL10
30130,ETV5,IL10
30131,ETV5,CCL7
30132,ETV5,IL21
30133,ETV5,CXCL2
30134,ETV5,CXCL5
30135,ETV5,IL17A
30140,JUNB,IL31
30141,GATA3,IL24
30142,FOXO4,IL10
30143,STAT4,CSF2
30144,PRDM1,CSF2
30145,PRDM1,IL17F
30146,STAT6,CCL1
30147,STAT6,CCL13
30148,STAT6,IL19
30149,ID2,IL10
30150,CTCF,IL10
30151,CTCF,IFNG
30152,CTCF,IL5
30153,ATF3,IL10
30154,ATF3,IL1B
30155,NFAT5,IL10
30156,IRF3,IFNA2
30157,IRF3,IFNA14
30158,IRF3,IFNA7
30162,IRF7,CCL2
30163,IRF7,IL27
30164,IRF7,CCL3
30165,IRF7,IFNA14
30166,IRF7,IFNA7
30167,IRF7,IFNA10
30168,IRF7,IFNA8
30169,IRF7,IFNA17
30170,IRF7,IFNA16
30171,ATF2,CCL5
30172,ATF2,CCL2
30173,ATF2,TNFSF11
30174,ATF2,IL18
30175,ATF2,IL1RN
30176,ATF2,IL32
30177,ATF2,IL11
30187,NFKB2,IL32
30190,RELB,IL12B
30195,RELB,CCL17
30197,RELB,IL32
30199,IRF5,CCL19
30200,IRF5,CXCL10
30201,IRF5,CXCL8
30202,IRF5,IFNA4
30203,IRF5,IFNA2
30204,IRF5,IFNA14
30205,IRF5,IFNA5
30206,IRF5,IFNA10
30207,IRF5,IFNA21
30208,IRF5,IFNA8
30209,IRF5,IFNA17
30210,HIF1A,TNFSF13B
30211,HIF1A,CXCL6
30212,YY1,IL6
30213,YY1,CCL4
30214,YY1,CXCL8
30215,EGR1,CXCL5
30216,EGR1,CSF3
30217,EGR1,IL15
30218,SMAD3,CXCL1
30219,SMAD3,CCL2
30220,SMAD3,CCL20
30221,SMAD3,IL31
30222,RXRB,IFNG
30223,CREM,CSF2
30224,CREM,IL4
30225,TBX21,CCL4
30226,TBX21,IL17A
30227,TBX21,CCL3L1
30228,TBX21,IL17F
30229,SMAD2,CXCL1
30230,SMAD2,CXCL8
30231,PPARG,TNFSF10
30232,PPARG,CXCL3
30233,RUNX1,IL4
30234,RUNX1,PF4V1
30235,BHLHE40,IFNG
30236,ID1,IFNG
30237,ID1,TNF
30238,BCL6,IL1B
30239,BCL6,CCL11
30240,BCL6,IL1A
30241,BCL6,CCL17
30242,BCL6,CXCL2
30243,BCL6,CCL1
30244,BCL6,CCL13
30245,BCL6,CXCL14
30246,BCL6,CXCL11
30247,HSF1,CXCL1
30248,HSF1,CXCL2
30249,HSF1,CXCL5
30250,RBPJ,IL9
30251,RBPJ,IL17A
30252,KLF4,IFNB1
30253,POU2F1,IL6
30254,EGR2,IL4
30255,EGR2,CCL1
30256,TP63,TNFSF10
30257,TWIST1,CCL2
30258,TWIST1,CXCL8
30259,TWIST1,CXCL12
30260,ARNT,IL6
30261,NR3C1,IL4
30262,NR3C1,CCL2
30263,NR3C1,IL1A
30264,NR3C1,IL13
30265,NR3C1,CXCL5
30266,ATF4,TNFSF11
30267,ATF4,IL23A
30268,ATF4,CXCL3
30269,XBP1,CXCL3
30270,PPARA,IL1RN
30271,FLI1,IL27
30272,FLI1,CXCL2
30273,FLI1,CXCL6
30274,FOXO1,TGFB1
30275,NFATC3,TNFSF10
30276,FOSL2,IL2
30277,FOSL2,IL11
30278,FOSL2,TGFB3
30279,ETS2,TNFSF14
30280,E2F1,TGFB2
30281,HMGB1,IL5
30282,HMGB1,IL1B
30283,SALL4,TNF
30284,ESR2,TNF
30285,NRF1,IL1RN
30286,AR,TNF
30287,ATF7,TNF
30288,ATF7,CXCL2
30289,POU2F2,IL3
30290,ZEB1,TGFB1
30291,GATA2,CSF2
30292,GATA2,IL5
30293,GATA2,IL4
30294,GATA4,IL33
30295,PAX2,IL5
30296,MYB,IL5
30297,MYB,IL4
30298,GATA1,IL5
30299,GATA1,IL4
30300,GATA1,IL1A
30301,GATA1,IL9
30302,MAFB,IFNA1
30303,ELF4,IFNL3
30304,ELF4,IFNA2
30305,ELF4,IFNA8
30306,EGR3,IL4
30307,TP53,CXCL12
30308,STAT2,CCL19
30309,STAT2,IL27
30310,STAT2,IL12A
30311,KLF6,CXCL8
30312,KLF6,CXCL2
30313,NFIA,CCL2
